id,Machine failure
136611,0.0007909585
136612,0.0008849389
136613,0.00062178914
136614,0.00069293514
136615,0.0015659805
136616,0.000612095
136617,0.0017489718
136618,0.0014542153
136619,0.0015387404
136620,0.0005407255
136621,0.0012389148
136622,0.0015336602
136623,0.0011160504
136624,0.00280128
136625,0.0018661816
136626,0.0011119907
136627,0.018520167
136628,0.0029478173
136629,0.0014851798
136630,0.00075433234
136631,0.002724739
136632,0.0015805796
136633,0.0013821956
136634,0.001490918
136635,0.0027234836
136636,0.008575325
136637,0.0016086549
136638,0.9939435
136639,0.010570025
136640,0.0075500486
136641,0.00065879757
136642,0.002377617
136643,0.028068526
136644,0.00056814984
136645,0.0007639251
136646,0.001427731
136647,0.0018628122
136648,0.015989952
136649,0.0013490063
136650,0.0021581417
136651,0.00044041142
136652,0.9986211
136653,0.00091531023
136654,0.00059640553
136655,0.0027409405
136656,0.0011894114
136657,0.003097302
136658,0.0007639251
136659,0.0013632929
136660,0.0027404441
136661,0.0012762581
136662,0.008157534
136663,0.0011296012
136664,0.011878711
136665,0.0006594188
136666,0.0017807472
136667,0.024407314
136668,0.0011296012
136669,0.0022431007
136670,0.0013826466
136671,0.0007769494
136672,0.0011167655
136673,0.004408322
136674,0.00091914024
136675,0.0012907247
136676,0.005348241
136677,0.0019684948
136678,0.0013681588
136679,0.0021375318
136680,0.0031781527
136681,0.0009506385
136682,0.00094405666
136683,0.0007639251
136684,0.008756652
136685,0.008622266
136686,0.0024453122
136687,0.0029341034
136688,0.0014873262
136689,0.003021939
136690,0.07304062
136691,0.07634766
136692,0.0026780549
136693,0.0016019989
136694,0.001125163
136695,0.00081007084
136696,0.0024803104
136697,0.0006348387
136698,0.0047049928
136699,0.001565399
136700,0.004214485
136701,0.0004987802
136702,0.0010703375
136703,0.002312063
136704,0.0006176105
136705,0.0010205115
136706,0.0007639251
136707,0.0040675425
136708,0.002224136
136709,0.007779223
136710,0.0015422654
136711,0.0010503929
136712,0.00073395326
136713,0.0026509925
136714,0.004557632
136715,0.0027618613
136716,0.0016186414
136717,0.0067928038
136718,0.014521304
136719,0.0037966336
136720,0.00050217874
136721,0.0011225075
136722,0.0011092579
136723,0.016293785
136724,0.0015458204
136725,0.001410292
136726,0.0007880338
136727,0.010108087
136728,0.0007590674
136729,0.0010003395
136730,0.0015735541
136731,0.004959606
136732,0.0024609354
136733,0.00064329006
136734,0.0012355491
136735,0.0010376544
136736,0.0015503259
136737,0.00097050756
136738,0.00097203214
136739,0.0068170517
136740,0.0032141062
136741,0.032801967
136742,0.0024192894
136743,0.00067475584
136744,0.0014481844
136745,0.002068032
136746,0.0011370401
136747,0.0006152308
136748,0.0010222114
136749,0.0009639
136750,0.001700716
136751,0.0009502758
136752,0.0014012881
136753,0.0044248435
136754,0.0014650514
136755,0.010483867
136756,0.0037727708
136757,0.0034135315
136758,0.000864579
136759,0.0015145888
136760,0.00073937845
136761,0.00049592886
136762,0.005084413
136763,0.00076607993
136764,0.0014951306
136765,0.001280493
136766,0.0008229409
136767,0.002224136
136768,0.0011063811
136769,0.0029477947
136770,0.003429226
136771,0.0011296012
136772,0.051210027
136773,0.0016258399
136774,0.0009632004
136775,0.009289439
136776,0.0005630476
136777,0.0012955009
136778,0.0008699284
136779,0.00095364073
136780,0.0037442874
136781,0.0035209733
136782,0.0009163382
136783,0.0003922648
136784,0.0012119325
136785,0.0014084538
136786,0.0007898818
136787,0.0028909373
136788,0.001828883
136789,0.0006511283
136790,0.0049238047
136791,0.0005407255
136792,0.003907302
136793,0.002067967
136794,0.0047793686
136795,0.001231715
136796,0.0013812686
136797,0.0007787566
136798,0.0060680388
136799,0.00093464024
136800,0.00448324
136801,0.0009792158
136802,0.0013868455
136803,0.0005290484
136804,0.0012665886
136805,0.0020386542
136806,0.00073587504
136807,0.0014767718
136808,0.0011378992
136809,0.00055728806
136810,0.0010194412
136811,0.002283621
136812,0.00049472915
136813,0.009689492
136814,0.001230564
136815,0.0005209062
136816,0.003928488
136817,0.0009639941
136818,0.0020635251
136819,0.0007667833
136820,0.0010504199
136821,0.0011797145
136822,0.0032741106
136823,0.0011519969
136824,0.00058355735
136825,0.0018998528
136826,0.99185747
136827,0.001266515
136828,0.001347302
136829,0.0021335902
136830,0.000590861
136831,0.00056814984
136832,0.0012572783
136833,0.0017065209
136834,0.9859059
136835,0.006259347
136836,0.00049345
136837,0.00093419856
136838,0.001290692
136839,0.0012309678
136840,0.0052636503
136841,0.0021030928
136842,0.0011600576
136843,0.00079712714
136844,0.0011095988
136845,0.0020444335
136846,0.010996257
136847,0.0005021979
136848,0.00052945776
136849,0.0006801416
136850,0.0018410743
136851,0.0007134121
136852,0.0019428957
136853,0.0011996872
136854,0.0035036434
136855,0.0008579955
136856,0.011464663
136857,0.002781856
136858,0.00077100226
136859,0.0010419934
136860,0.001446792
136861,0.0007466499
136862,0.0022353523
136863,0.0005815998
136864,0.00079165224
136865,0.0008732487
136866,0.0020816182
136867,0.0025523931
136868,0.0009282592
136869,0.0023463683
136870,0.0009411357
136871,0.00072899455
136872,0.00083457876
136873,0.001076491
136874,0.0007613585
136875,0.0007113595
136876,0.00026992837
136877,0.007766865
136878,0.00035426285
136879,0.0013178737
136880,0.0021147663
136881,0.004701493
136882,0.0014795891
136883,0.0013689421
136884,0.0013014395
136885,0.026908591
136886,0.00026539195
136887,0.0006945358
136888,0.0019625877
136889,0.0008437752
136890,0.016171547
136891,0.0011772701
136892,0.00068102276
136893,0.0027646178
136894,0.0006744151
136895,0.004010855
136896,0.0006092466
136897,0.0017395357
136898,0.0017946374
136899,0.0005014354
136900,0.0010109041
136901,0.0005648419
136902,0.0012641654
136903,0.0004765288
136904,0.0011370401
136905,0.001325112
136906,0.00067784544
136907,0.0012702533
136908,0.0007639251
136909,0.00075968
136910,0.0026987803
136911,0.002917686
136912,0.00759038
136913,0.0035977662
136914,0.0005717463
136915,0.0022261527
136916,0.00069280015
136917,0.0012743579
136918,0.0013744143
136919,0.0008158164
136920,0.0013866951
136921,0.002313017
136922,0.00064329006
136923,0.0009877213
136924,0.0009927957
136925,0.0004896748
136926,0.0030609567
136927,0.000620708
136928,0.00078382454
136929,0.011009173
136930,0.006498504
136931,0.0025567135
136932,0.001139749
136933,0.0010489473
136934,0.0015783778
136935,0.0006742538
136936,0.00090885814
136937,0.00048390994
136938,0.0021013434
136939,0.0010409654
136940,0.015608252
136941,0.020940427
136942,0.0008044155
136943,0.0011526841
136944,0.06277828
136945,0.0018553733
136946,0.0008834165
136947,0.0010163578
136948,0.0017540407
136949,0.0023364816
136950,0.00081007084
136951,0.0016827566
136952,0.0007830231
136953,0.0037576354
136954,0.0005249475
136955,0.0006859318
136956,0.00086757785
136957,0.0011870204
136958,0.0022637579
136959,0.0011909095
136960,0.99810284
136961,0.001342266
136962,0.00088611385
136963,0.009663743
136964,0.0017839355
136965,0.0027355421
136966,0.0036897124
136967,0.00065030286
136968,0.007802592
136969,0.00049472915
136970,0.000911395
136971,0.0010691574
136972,0.0015097241
136973,0.008806995
136974,0.0013162544
136975,0.0031257104
136976,0.0007113595
136977,0.0034718171
136978,0.000623942
136979,0.0007006627
136980,0.004921579
136981,0.00084243756
136982,0.000618304
136983,0.009319517
136984,0.0015235535
136985,0.0032419455
136986,0.00074186636
136987,0.0011673138
136988,0.004821693
136989,0.0016232198
136990,0.0011623905
136991,0.0009923324
136992,0.0006949433
136993,0.0015748154
136994,0.001147406
136995,0.011063763
136996,0.006259347
136997,0.0021540883
136998,0.0018956837
136999,0.0023891418
137000,0.005725139
137001,0.0012030774
137002,0.0023468605
137003,0.0015554308
137004,0.01644075
137005,0.9887707
137006,0.00040678633
137007,0.00081007084
137008,0.0021899596
137009,0.019019652
137010,0.0015054195
137011,0.00088281446
137012,0.021579774
137013,0.0007769494
137014,0.00092427334
137015,0.0041039595
137016,0.0022526274
137017,0.0005290484
137018,0.0011519969
137019,0.0014453895
137020,0.0051195715
137021,0.0125545645
137022,0.0013258588
137023,0.0008075559
137024,0.000608779
137025,0.00070683594
137026,0.008486779
137027,0.0012312984
137028,0.0009433032
137029,0.0021369867
137030,0.014463198
137031,0.0015505548
137032,0.0023328897
137033,0.0012629584
137034,0.0019043791
137035,0.01665715
137036,0.0007012212
137037,0.996243
137038,0.00082635443
137039,0.0018545436
137040,0.0012312065
137041,0.0024742584
137042,0.0011994027
137043,0.0011193751
137044,0.001403288
137045,0.0014778986
137046,0.0005619046
137047,0.0012470073
137048,0.0034299314
137049,0.0030303001
137050,0.0006302579
137051,0.00057094224
137052,0.003437888
137053,0.0007133662
137054,0.00072833075
137055,0.00057004887
137056,0.0010481392
137057,0.00068102276
137058,0.0013085633
137059,0.0018224483
137060,0.0012798443
137061,0.000980634
137062,0.001279366
137063,0.00529928
137064,0.0013489646
137065,0.0104042925
137066,0.0055916957
137067,0.0019433044
137068,0.00073249044
137069,0.011702117
137070,0.0013618901
137071,0.0025700147
137072,0.00041562034
137073,0.0006695524
137074,0.0011417358
137075,0.0012605236
137076,0.0014601065
137077,0.0009982554
137078,0.00056814984
137079,0.0008683789
137080,0.0009722165
137081,0.00080023916
137082,0.0015674551
137083,0.0030436462
137084,0.00078844884
137085,0.0027310553
137086,0.0024611051
137087,0.0009597373
137088,0.0032424417
137089,0.0015170461
137090,0.0012640138
137091,0.0016397013
137092,0.011373691
137093,0.0036653036
137094,0.007370398
137095,0.0011494177
137096,0.0008191914
137097,0.005752575
137098,0.002680774
137099,0.0011600576
137100,0.00084627577
137101,0.0009329888
137102,0.0009542834
137103,0.045767818
137104,0.0008503842
137105,0.002158879
137106,0.023542933
137107,0.0006910102
137108,0.0014687391
137109,0.0019519168
137110,0.0031398123
137111,0.03768599
137112,0.9761456
137113,0.010902636
137114,0.0007830231
137115,0.0020184116
137116,0.0053651403
137117,0.0011964075
137118,0.0007865112
137119,0.007330765
137120,0.0014520288
137121,0.002190784
137122,0.0021480303
137123,0.0015584648
137124,0.0064167897
137125,0.001076491
137126,0.0004171
137127,0.00094793463
137128,0.0007590674
137129,0.0010166977
137130,0.00086620834
137131,0.0010003395
137132,0.00048002487
137133,0.002243771
137134,0.006565854
137135,0.001469305
137136,0.0005427845
137137,0.0011201906
137138,0.00083501823
137139,0.0005408582
137140,0.005295378
137141,0.001487164
137142,0.0017048361
137143,0.0018759954
137144,0.0008464193
137145,0.0011232627
137146,0.0021228853
137147,0.0007665981
137148,0.0012077194
137149,0.0019925921
137150,0.0026429307
137151,0.0025556632
137152,0.0010133364
137153,0.0078568775
137154,0.0016030387
137155,0.0013769658
137156,0.001455837
137157,0.06249243
137158,0.011991867
137159,0.013184612
137160,0.0007629047
137161,0.0011839535
137162,0.00090023776
137163,0.00044041142
137164,0.0007113595
137165,0.00065335986
137166,0.00072335254
137167,0.0012574183
137168,0.0010740274
137169,0.00723123
137170,0.0012361812
137171,0.001399387
137172,0.01702139
137173,0.0015118785
137174,0.0011656921
137175,0.0016368165
137176,0.0008614689
137177,0.007472874
137178,0.0014542153
137179,0.0017029941
137180,0.00055728806
137181,0.00073249044
137182,0.0017467694
137183,0.0008189272
137184,0.0007787566
137185,0.0022195322
137186,0.0005893964
137187,0.00062847696
137188,0.0024742584
137189,0.0034798475
137190,0.002352182
137191,0.0010019152
137192,0.26876664
137193,0.0012995122
137194,0.0019911313
137195,0.009452067
137196,0.0031210794
137197,0.000806994
137198,0.0022292126
137199,0.0011373016
137200,0.00075191224
137201,0.0042135306
137202,0.0015581436
137203,0.001819613
137204,0.0006956387
137205,0.0008158762
137206,0.0006413021
137207,0.0039905817
137208,0.003971566
137209,0.0008610221
137210,0.0008158762
137211,0.0585745
137212,0.0039006246
137213,0.0017278187
137214,0.0011569423
137215,0.004673278
137216,0.001057072
137217,0.0017210386
137218,0.004637389
137219,0.0011570901
137220,0.00093464024
137221,0.0022009225
137222,0.0010488159
137223,0.0005665711
137224,0.0009251165
137225,0.0006744151
137226,0.0008463648
137227,0.0044468995
137228,0.0047703325
137229,0.0014079188
137230,0.0006332929
137231,0.0019175913
137232,0.0009850689
137233,0.0012505923
137234,0.0013779904
137235,0.0012959939
137236,0.00131787
137237,0.0007839716
137238,0.0021692624
137239,0.002851448
137240,0.0008937556
137241,0.013274974
137242,0.0031342711
137243,0.0038353554
137244,0.0045912717
137245,0.003246411
137246,0.0021191542
137247,0.00056814984
137248,0.0013471011
137249,0.0070052315
137250,0.0010470274
137251,0.0013840866
137252,0.0031371836
137253,0.0006545759
137254,0.0012952337
137255,0.0033575292
137256,0.011570659
137257,0.0018032109
137258,0.0004098868
137259,0.0014729418
137260,0.0014925168
137261,0.0010019152
137262,0.0027260364
137263,0.0022709894
137264,0.012983646
137265,0.0011877657
137266,0.0008085608
137267,0.0007292666
137268,0.00081010937
137269,0.0019825168
137270,0.0007113595
137271,0.001788575
137272,0.0058664395
137273,0.00060018076
137274,0.00056814984
137275,0.001502121
137276,0.0010836589
137277,0.0109463995
137278,0.0007044194
137279,0.025796078
137280,0.002180743
137281,0.0019393981
137282,0.00075560797
137283,0.0015812622
137284,0.00072639924
137285,0.000604434
137286,0.0022348992
137287,0.0027404441
137288,0.005119742
137289,0.0028593184
137290,0.0009053361
137291,0.0016514033
137292,0.0010470274
137293,0.0015211406
137294,0.00092974055
137295,0.0006092466
137296,0.0009033469
137297,0.0017169006
137298,0.001528879
137299,0.0011329185
137300,0.0034576086
137301,0.008162535
137302,0.0008394027
137303,0.0018682914
137304,0.0042291447
137305,0.0033499904
137306,0.006509032
137307,0.0063031875
137308,0.00473179
137309,0.0019906263
137310,0.0020225933
137311,0.0030356422
137312,0.02153451
137313,0.0037881648
137314,0.0008829121
137315,0.0019816707
137316,0.00096244545
137317,0.002137008
137318,0.0009798743
137319,0.0037907586
137320,0.0016059201
137321,0.0005860838
137322,0.0015000297
137323,0.002926124
137324,0.005657893
137325,0.003464034
137326,0.0017843574
137327,0.0023189345
137328,0.00087888615
137329,0.003196952
137330,0.0030060017
137331,0.0050371313
137332,0.004366458
137333,0.004033338
137334,0.0007719385
137335,0.0010185863
137336,0.016108155
137337,0.0009958707
137338,0.0018705681
137339,0.0016262379
137340,0.0005960586
137341,0.0019930026
137342,0.0008107376
137343,0.00081159297
137344,0.0047793686
137345,0.0017607454
137346,0.0008846375
137347,0.002566067
137348,0.0015334958
137349,0.0010119317
137350,0.0010819173
137351,0.0027577141
137352,0.0005492176
137353,0.0016742726
137354,0.00085573556
137355,0.001288369
137356,0.0006153672
137357,0.00061141636
137358,0.00089575304
137359,0.0007880338
137360,0.001009798
137361,0.0012277974
137362,0.002196926
137363,0.0007113595
137364,0.0070427824
137365,0.00084103754
137366,0.0016892505
137367,0.035365798
137368,0.1945379
137369,0.00083457876
137370,0.0012622343
137371,0.0017839355
137372,0.0010886551
137373,0.0010598839
137374,0.0007043704
137375,0.0036158229
137376,0.0028783123
137377,0.0005238693
137378,0.00064329006
137379,0.94723636
137380,0.005248482
137381,0.0009681346
137382,0.0012348155
137383,0.0067405505
137384,0.0016861968
137385,0.9978483
137386,0.0017444105
137387,0.0030874514
137388,0.0006456579
137389,0.0007800006
137390,0.007785762
137391,0.000959805
137392,0.0011774658
137393,0.0008506074
137394,0.00096772506
137395,0.0013084257
137396,0.00095429976
137397,0.0010019152
137398,0.0011022236
137399,0.013263818
137400,0.0009504175
137401,0.00094999524
137402,0.007342927
137403,0.0020557824
137404,0.0025653862
137405,0.001033527
137406,0.0008535026
137407,0.001420217
137408,0.0012516208
137409,0.0021621122
137410,0.0007012212
137411,0.00075931236
137412,0.00075931236
137413,0.0017029357
137414,0.002572321
137415,0.00072050735
137416,0.0007830231
137417,0.024763612
137418,0.0010191075
137419,0.004675015
137420,0.0027021912
137421,0.0006781197
137422,0.0012881708
137423,0.0028235267
137424,0.001910277
137425,0.0016670172
137426,0.0015444837
137427,0.0015741701
137428,0.0036188697
137429,0.0013513821
137430,0.0017739049
137431,0.00085813325
137432,0.0010771849
137433,0.0030232554
137434,0.0033204341
137435,0.0025420215
137436,0.001225683
137437,0.9979248
137438,0.00053253834
137439,0.0006387255
137440,0.0076453025
137441,0.0010328469
137442,0.0017375314
137443,0.0017677221
137444,0.0022772655
137445,0.00333998
137446,0.0019455004
137447,0.0052425656
137448,0.0010253662
137449,0.0049295765
137450,0.0011794756
137451,0.0015442851
137452,0.00084137305
137453,0.0014607655
137454,0.0036305217
137455,0.0026796306
137456,0.00064329006
137457,0.00056814984
137458,0.003821921
137459,0.0008666438
137460,0.0014742981
137461,0.0019056386
137462,0.0008464193
137463,0.013053038
137464,0.00056814984
137465,0.0006883771
137466,0.00075525156
137467,0.0045609414
137468,0.0007726498
137469,0.0010833766
137470,0.0014360695
137471,0.0025253322
137472,0.0009396309
137473,0.01014221
137474,0.0013935214
137475,0.001749816
137476,0.0013756132
137477,0.008113522
137478,0.035103172
137479,0.002709706
137480,0.0025093034
137481,0.0007093313
137482,0.0012402299
137483,0.0029127114
137484,0.0006413021
137485,0.0011923034
137486,0.008066332
137487,0.0076644015
137488,0.0008464193
137489,0.0021912719
137490,0.0014109657
137491,0.0012066857
137492,0.0013348846
137493,0.0041428604
137494,0.0015381223
137495,0.00082993275
137496,0.0008699657
137497,0.0020225933
137498,0.0035434088
137499,0.0015008957
137500,0.0008009563
137501,0.000608925
137502,0.0009639
137503,0.0015067583
137504,0.020318827
137505,0.0010449671
137506,0.0011602422
137507,0.008086231
137508,0.0010577171
137509,0.0023364816
137510,0.0009086174
137511,0.0011810844
137512,0.0010439865
137513,0.0019016694
137514,0.00084310933
137515,0.0020566657
137516,0.00078408746
137517,0.0006092466
137518,0.0007590674
137519,0.0012349908
137520,0.000620708
137521,0.00076472876
137522,0.0005170733
137523,0.003703405
137524,0.001353399
137525,0.0011836377
137526,0.0009587151
137527,0.0040133055
137528,0.012009472
137529,0.0014133676
137530,0.0031599458
137531,0.007414551
137532,0.0012355332
137533,0.00076432736
137534,0.0025494618
137535,0.0069634956
137536,0.0037698075
137537,0.9990895
137538,0.0035678362
137539,0.0008191461
137540,0.019138394
137541,0.0006415353
137542,0.000868112
137543,0.0014367172
137544,0.0006948168
137545,0.0009021608
137546,0.00080989907
137547,0.00088098017
137548,0.0006773175
137549,0.00091717666
137550,0.001099287
137551,0.0010062697
137552,0.00067154435
137553,0.00060797366
137554,0.002194144
137555,0.00085631706
137556,0.0008248318
137557,0.0024486003
137558,0.0009506385
137559,0.003541625
137560,0.0008983638
137561,0.00096473465
137562,0.0032465297
137563,0.00058563566
137564,0.0014646588
137565,0.0035561908
137566,0.0013018176
137567,0.000984624
137568,0.00068102276
137569,0.0008708489
137570,0.0006549222
137571,0.0013477941
137572,0.00086496916
137573,0.03940154
137574,0.028611941
137575,0.015379234
137576,0.0008705453
137577,0.002302957
137578,0.0011974416
137579,0.00055728806
137580,0.0020910217
137581,0.0013812686
137582,0.0016753544
137583,0.0009468609
137584,0.00068974926
137585,0.0012667038
137586,0.00378189
137587,0.012623618
137588,0.0011415564
137589,0.0045137866
137590,0.0027642827
137591,0.0010323529
137592,0.0008981041
137593,0.0014742981
137594,0.0021174669
137595,0.00096880214
137596,0.004056437
137597,0.0031939903
137598,0.00075560797
137599,0.001461096
137600,0.0014321806
137601,0.0010179641
137602,0.0013079478
137603,0.0008404267
137604,0.0011190595
137605,0.003960705
137606,0.0037018904
137607,0.0013698785
137608,0.0016042367
137609,0.00079456536
137610,0.0031798163
137611,0.020880204
137612,0.0012342229
137613,0.0015531502
137614,0.00063820864
137615,0.0017552944
137616,0.00071907404
137617,0.0015095457
137618,0.0013534081
137619,0.0014187692
137620,0.0012061531
137621,0.0007679431
137622,0.0064023654
137623,0.007674008
137624,0.0008947703
137625,0.0009315223
137626,0.00076622487
137627,0.0009143762
137628,0.00079712714
137629,0.00252274
137630,0.9982021
137631,0.0010481392
137632,0.0015435162
137633,0.0015082777
137634,0.004035777
137635,0.001105327
137636,0.002671608
137637,0.0007639251
137638,0.0010205961
137639,0.01848433
137640,0.0013481458
137641,0.002691942
137642,0.003401243
137643,0.0015758766
137644,0.0008409214
137645,0.0020466764
137646,0.0083516035
137647,0.0008628511
137648,0.003133136
137649,0.018604046
137650,0.0006668345
137651,0.0007639251
137652,0.00056931743
137653,0.0017276042
137654,0.003590075
137655,0.0005628531
137656,0.0010114961
137657,0.0026978694
137658,0.0009105674
137659,0.0009447698
137660,0.01132408
137661,0.0020039892
137662,0.0015082376
137663,0.0028996952
137664,0.014054584
137665,0.00065522623
137666,0.0008651574
137667,0.00067122316
137668,0.0007769494
137669,0.009312423
137670,0.011637819
137671,0.0010384842
137672,0.0008012907
137673,0.013011601
137674,0.014740832
137675,0.00082254503
137676,0.0024648376
137677,0.0035336707
137678,0.00162757
137679,0.02003708
137680,0.00071895245
137681,0.0007466499
137682,0.0009956942
137683,0.0020783897
137684,0.00075968
137685,0.00079739455
137686,0.0047833375
137687,0.0045183594
137688,0.0016560118
137689,0.0011512598
137690,0.0027844566
137691,0.057303093
137692,0.0042023696
137693,0.0005860838
137694,0.0014685246
137695,0.000946313
137696,0.00065888575
137697,0.0007639251
137698,0.0033073116
137699,0.006957349
137700,0.000761134
137701,0.0025104936
137702,0.0012276805
137703,0.0024676695
137704,0.00079712714
137705,0.011527004
137706,0.0007012212
137707,0.0025758517
137708,0.0045658904
137709,0.0012993662
137710,0.0008353903
137711,0.0015052474
137712,0.016163804
137713,0.0011215305
137714,0.0038877197
137715,0.001023803
137716,0.0006605199
137717,0.0007590674
137718,0.0042090416
137719,0.0027321565
137720,0.060288377
137721,0.0018671715
137722,0.002248168
137723,0.0014122623
137724,0.002061405
137725,0.021074358
137726,0.0013898311
137727,0.0041851085
137728,0.0012890551
137729,0.0013104628
137730,0.001150985
137731,0.0006641903
137732,0.001421736
137733,0.0008628511
137734,0.00057487935
137735,0.0017776213
137736,0.0017700049
137737,0.0022651076
137738,0.0015418336
137739,0.0033881404
137740,0.0016375429
137741,0.0017276123
137742,0.0013992531
137743,0.0010481392
137744,0.002271763
137745,0.00082265126
137746,0.00086620834
137747,0.0007880338
137748,0.0012174028
137749,0.0029587299
137750,0.0013079995
137751,0.012408624
137752,0.00044050254
137753,0.0013559975
137754,0.002167061
137755,0.0017090694
137756,0.00095303543
137757,0.003951776
137758,0.0010361332
137759,0.0007113595
137760,0.0008183464
137761,0.0011721194
137762,0.0006092466
137763,0.00097159506
137764,0.0007669441
137765,0.001169077
137766,0.0012449962
137767,0.0010207536
137768,0.0008464193
137769,0.001708897
137770,0.0025838704
137771,0.0004909975
137772,0.0007113595
137773,0.0014504463
137774,0.0045779585
137775,0.0012597753
137776,0.05762805
137777,0.0010303269
137778,0.0007823056
137779,0.001345242
137780,0.0015553242
137781,0.0037399356
137782,0.0006725265
137783,0.00094814243
137784,0.0005308793
137785,0.0045110453
137786,0.0008148483
137787,0.0012364297
137788,0.010987585
137789,0.000889726
137790,0.0017886815
137791,0.0015504137
137792,0.0015199367
137793,0.0007590674
137794,0.0014886878
137795,0.0015502668
137796,0.0018623627
137797,0.0006807084
137798,0.0013353862
137799,0.0013129383
137800,0.0012176938
137801,0.011223147
137802,0.0012816205
137803,0.0004171
137804,0.0006718833
137805,0.0006545759
137806,0.0013895504
137807,0.015951792
137808,0.0018499547
137809,0.9969036
137810,0.0008731293
137811,0.00089741807
137812,0.0037116588
137813,0.0007590674
137814,0.0025643066
137815,0.0018314735
137816,0.0016761251
137817,0.006204846
137818,0.0024859526
137819,0.0025093034
137820,0.0008699267
137821,0.00064329006
137822,0.0116882
137823,0.0023492475
137824,0.00057393516
137825,0.029631883
137826,0.0014054539
137827,0.0014241508
137828,0.0011990161
137829,0.00080023916
137830,0.002446969
137831,0.001407524
137832,0.0028438966
137833,0.009139367
137834,0.0011934834
137835,0.00073249044
137836,0.00037710046
137837,0.0015801957
137838,0.0011694757
137839,0.0010481392
137840,0.0006808265
137841,0.0011288987
137842,0.0006208121
137843,0.0039255186
137844,0.0023825977
137845,0.0011756988
137846,0.0010632453
137847,0.0007012212
137848,0.0034079023
137849,0.0011301566
137850,0.0013698995
137851,0.0015374289
137852,0.0049080784
137853,0.0009684543
137854,0.00895457
137855,0.0017877844
137856,0.0008443832
137857,0.0017343946
137858,0.00084573764
137859,0.0021859144
137860,0.00528059
