id,Machine failure
228,0.002673507
229,0.0007486976
230,0.0017895587
231,0.004132382
232,0.00095193915
233,0.010524055
234,0.0016214473
235,0.014376065
236,0.0010885167
237,0.0012255014
238,0.023601428
239,0.0011786968
240,0.0016488141
241,0.0015793466
242,0.0007271015
243,0.0012861718
244,0.006534868
245,0.0007222156
246,0.0015864484
247,0.006988127
248,0.0018574664
249,0.0011738184
250,0.001722673
251,0.0034446549
252,0.0008341025
253,0.00110099
254,0.00095443707
255,0.0140065495
256,0.008287256
257,0.0022636445
258,0.0024925286
259,0.0018156518
260,0.0036735001
261,0.05493744
262,0.071515694
263,0.0020932108
264,0.0011300348
265,0.00097300275
266,0.0008741415
267,0.002145355
268,0.00093981985
269,0.004583929
270,0.001341519
271,0.007881347
272,0.00054791884
273,0.0013416825
274,0.003874419
275,0.0008312549
276,0.0009250279
277,0.0007486976
278,0.0029935446
279,0.0021648586
280,0.0059072203
281,0.0012937806
282,0.00091514766
283,0.00074552547
284,0.003117958
285,0.0064833164
286,0.0031861889
287,0.002202087
288,0.009342355
289,0.012266941
290,0.0047846655
291,0.0018115495
292,0.0013100142
293,0.0014340298
294,0.009684443
295,0.0012859919
296,0.00096934504
297,0.00067404145
298,0.0060213692
299,0.0008671593
300,0.0012928348
301,0.002211398
302,0.0070458977
303,0.002134492
304,0.00082378596
305,0.0010140052
306,0.00092597405
307,0.0017730969
308,0.0010265489
309,0.0013005213
310,0.00798739
311,0.004459006
312,0.030384433
313,0.0023936625
314,0.00086213363
315,0.0014914569
316,0.0026186612
317,0.0011108059
318,0.0006451556
319,0.00086209824
320,0.0010039553
321,0.0020178643
322,0.0008971026
323,0.0020095655
324,0.004655987
325,0.0014387155
326,0.009925387
327,0.0045752237
328,0.0037749687
329,0.0010416842
330,0.0010236786
331,0.0007769465
332,0.0006367954
333,0.004524096
334,0.0007337001
335,0.0016537099
336,0.0014293548
337,0.00080877735
338,0.002343509
339,0.0009116972
340,0.0022553727
341,0.0034723517
342,0.0012678782
343,0.04583319
344,0.0017914438
345,0.0010715378
346,0.011880104
347,0.0010739312
348,0.0016632867
349,0.0007820261
350,0.00085115666
351,0.004368345
352,0.003977095
353,0.0009834508
354,0.0006236254
355,0.0010465647
356,0.0017208264
357,0.0010063066
358,0.0032839114
359,0.001293201
360,0.0008432716
361,0.0034969188
362,0.00062632374
363,0.0031617563
364,0.0019416673
365,0.00796381
366,0.001090764
367,0.0012678263
368,0.00084217114
369,0.006647763
370,0.0009342743
371,0.0040251133
372,0.0011128051
373,0.0012678263
374,0.00067689613
375,0.0011533118
376,0.0021430575
377,0.0009145718
378,0.0015370885
379,0.0009975904
380,0.00071607134
381,0.00087471725
382,0.0031153418
383,0.00063771795
384,0.011292949
385,0.0012562961
386,0.0005954692
387,0.0045445883
388,0.00082438946
389,0.0024525216
390,0.00080214284
391,0.0012256987
392,0.0013081123
393,0.0026773545
394,0.0014255362
395,0.00096395
396,0.002460918
397,0.99036837
398,0.0010104063
399,0.00086137943
400,0.0029040012
401,0.0006702058
402,0.00074820477
403,0.001161395
404,0.0022479263
405,0.99209565
406,0.0047618616
407,0.00063720427
408,0.00079243834
409,0.0012819556
410,0.0026430138
411,0.004964671
412,0.0025565007
413,0.0010799469
414,0.00085887394
415,0.00084382907
416,0.0022904628
417,0.013352874
418,0.00070365117
419,0.000573726
420,0.00073502096
421,0.0015814067
422,0.0007390354
423,0.0026367614
424,0.001377587
425,0.0055088666
426,0.00084167137
427,0.019080967
428,0.0042427997
429,0.0007759117
430,0.0014506874
431,0.00092597405
432,0.000834994
433,0.0016704258
434,0.0007731808
435,0.0017902589
436,0.0008456309
437,0.0013341842
438,0.0015842341
439,0.00095579884
440,0.001425598
441,0.000749585
442,0.0011484119
443,0.0008277123
444,0.0012525533
445,0.00079040055
446,0.0007057347
447,0.00032487474
448,0.0094497595
449,0.00038069917
450,0.0016571047
451,0.0018614978
452,0.005556442
453,0.0016376871
454,0.0014669144
455,0.001175092
456,0.03038215
457,0.00034857035
458,0.000990097
459,0.0029243089
460,0.0008173874
461,0.010601044
462,0.0009128077
463,0.00086213363
464,0.0033640424
465,0.00093616993
466,0.0051676356
467,0.0007886791
468,0.0020346078
469,0.0019286503
470,0.0005992702
471,0.0008120667
472,0.000644222
473,0.0015724474
474,0.00046225757
475,0.001175677
476,0.0010950556
477,0.0007462384
478,0.0013496592
479,0.0007486976
480,0.00070251775
481,0.0031766878
482,0.003064263
483,0.011431097
484,0.005646897
485,0.0011281386
486,0.0032461039
487,0.0010288684
488,0.001603028
489,0.0011765698
490,0.00096532627
491,0.0017147852
492,0.0030634403
493,0.00082378596
494,0.0013832597
495,0.0010605187
496,0.0008774407
497,0.0024012798
498,0.00076005945
499,0.00080580293
500,0.019382391
501,0.006277355
502,0.0022721642
503,0.0009860862
504,0.0012909331
505,0.0028294607
506,0.00062302005
507,0.00077845127
508,0.0007782306
509,0.001008987
510,0.0009442295
511,0.017610362
512,0.020757556
513,0.0010935054
514,0.0012507543
515,0.060584065
516,0.0028514725
517,0.0007442488
518,0.0011379876
519,0.003316682
520,0.003832143
521,0.0008741415
522,0.001212656
523,0.0009375558
524,0.0041407677
525,0.00108854
526,0.00085972267
527,0.000970478
528,0.00080100476
529,0.002469412
530,0.0015014596
531,0.9959197
532,0.0013201488
533,0.0010794798
534,0.0138187455
535,0.0019151433
536,0.0033119675
537,0.004922485
538,0.00061768026
539,0.0116313705
540,0.00063771795
541,0.00086045865
542,0.000917126
543,0.0012678263
544,0.013838019
545,0.0021892586
546,0.003662506
547,0.0006667767
548,0.0035572585
549,0.0008764033
550,0.00097444345
551,0.00419528
552,0.001037993
553,0.00067290285
554,0.011994618
555,0.0012079115
556,0.0032227035
557,0.0007509345
558,0.0011850016
559,0.008048564
560,0.0015615626
561,0.0010946941
562,0.0008482137
563,0.0013156998
564,0.0010482441
565,0.0011127219
566,0.013212697
567,0.0047618616
568,0.0023112162
569,0.002088804
570,0.0023460344
571,0.00778466
572,0.0015592537
573,0.0023460344
574,0.0012205406
575,0.013983461
576,0.99009484
577,0.0010155651
578,0.0008741415
579,0.0017554079
580,0.0238132
581,0.0015761806
582,0.0007515068
583,0.03936179
584,0.0007271015
585,0.0010595764
586,0.004111991
587,0.0022957516
588,0.00064804516
589,0.0012526965
590,0.0012195924
591,0.0030811133
592,0.009571109
593,0.001177644
594,0.00072227657
595,0.00080098526
596,0.00077228656
597,0.014600041
598,0.0010643922
599,0.0011020027
600,0.0022214435
601,0.019098338
602,0.0011825485
603,0.0035416756
604,0.0013324178
605,0.0027924997
606,0.017913157
607,0.00070242974
608,0.9953738
609,0.00074554817
610,0.0019775343
611,0.0008665757
612,0.0030634403
613,0.0016537099
614,0.0013242818
615,0.0012507543
616,0.002221419
617,0.00093399786
618,0.0014964958
619,0.0032650651
620,0.0025624547
621,0.0011835295
622,0.0007061592
623,0.0030439894
624,0.000653419
625,0.0007392583
626,0.00073509524
627,0.0013100578
628,0.001052187
629,0.0010887593
630,0.001696525
631,0.0015020295
632,0.0010194577
633,0.001403352
634,0.0036399846
635,0.0011632085
636,0.011633866
637,0.010140621
638,0.00095711614
639,0.0008573074
640,0.009448193
641,0.0015575724
642,0.0030499075
643,0.00081573904
644,0.000830794
645,0.0015794158
646,0.0011324919
647,0.0029371795
648,0.0009413505
649,0.00076005945
650,0.0008000668
651,0.00084382907
652,0.0007337001
653,0.001350259
654,0.002135219
655,0.0008712229
656,0.0030146241
657,0.0027801462
658,0.0009285888
659,0.00366472
660,0.0013913865
661,0.0012709801
662,0.0017625617
663,0.017630963
664,0.0037303395
665,0.0038921856
666,0.0007957182
667,0.000856426
668,0.005213949
669,0.0023559763
670,0.0009754132
671,0.00084615557
672,0.0009255471
673,0.00084382907
674,0.04074608
675,0.0012693162
676,0.0049550384
677,0.019376269
678,0.0007815113
679,0.0015795196
680,0.0020963815
681,0.0026459529
682,0.05867063
683,0.9605145
684,0.008405689
685,0.00080507726
686,0.0011447149
687,0.005333566
688,0.00085968495
689,0.0006705412
690,0.00856292
691,0.0014750242
692,0.0018599392
693,0.0025801554
694,0.002068227
695,0.009734647
696,0.0012525533
697,0.0006159974
698,0.0007515068
699,0.0009057563
700,0.0010990121
701,0.0012646267
702,0.0013003245
703,0.0008017329
704,0.0029846788
705,0.0056677763
706,0.0015110516
707,0.00058194774
708,0.0009650283
709,0.00084167137
710,0.0007023866
711,0.0068202494
712,0.0013264101
713,0.0028931827
714,0.001487132
715,0.0007749932
716,0.0012704325
717,0.002797429
718,0.0012833574
719,0.0010915155
720,0.0010407512
721,0.0021331974
722,0.0032713076
723,0.0013100667
724,0.0070398655
725,0.0013124194
726,0.0013437837
727,0.0017463354
728,0.037538126
729,0.031909812
730,0.015734658
731,0.0009282588
732,0.0012228581
733,0.00077284157
734,0.00057525584
735,0.0007371521
736,0.0007337742
737,0.0007808986
738,0.0014639525
739,0.0010685653
740,0.0049732192
741,0.002095825
742,0.0016538745
743,0.016441336
744,0.0014866259
745,0.0010086078
746,0.0019151433
747,0.00091485033
748,0.007928016
749,0.001728708
750,0.0015710794
751,0.0007667782
752,0.00070242974
753,0.0014047854
754,0.0011117831
755,0.0008741415
756,0.0025946503
757,0.0007719341
758,0.00085271004
759,0.0033796432
760,0.0023767608
761,0.001594764
762,0.001327227
763,0.12997179
764,0.0012614183
765,0.0034469308
766,0.009714677
767,0.0030504297
768,0.0007034477
769,0.0018558556
770,0.0011830543
771,0.00085407816
772,0.0035677515
773,0.002438363
774,0.0014326355
775,0.0012153839
776,0.0007820261
777,0.00075322395
778,0.0027669338
779,0.0030016091
780,0.0010946263
781,0.0007698291
782,0.053981207
783,0.0043738624
784,0.001382696
785,0.0010646391
786,0.009797532
787,0.0009860862
788,0.0011483397
789,0.0044693984
790,0.0008627573
791,0.00084382907
792,0.0028132882
793,0.0009231555
794,0.00065817096
795,0.0008735499
796,0.00073411135
797,0.0010382141
798,0.0043830564
799,0.008318409
800,0.0013240693
801,0.00087092613
802,0.0016315248
803,0.0008120667
804,0.001270343
805,0.0016256503
806,0.0008120667
807,0.0014459925
808,0.00081190694
809,0.0023201795
810,0.0043866285
811,0.0008270158
812,0.0142967235
813,0.00314439
814,0.0035359417
815,0.006071054
816,0.0042943936
817,0.0030294706
818,0.0007276665
819,0.001212119
820,0.011048371
821,0.0012152814
822,0.0013507825
823,0.0022375782
824,0.0009933051
825,0.002045535
826,0.0029740073
827,0.010396019
828,0.0026087575
829,0.0006483176
830,0.0017911677
831,0.001403721
832,0.001087548
833,0.0028423746
834,0.002534324
835,0.016276987
836,0.0010815323
837,0.0010632778
838,0.002071618
839,0.00082698464
840,0.0025495612
841,0.0006667767
842,0.0026517035
843,0.005679581
844,0.0008080116
845,0.00076005945
846,0.0014370121
847,0.0016520394
848,0.014014816
849,0.00071512477
850,0.020706514
851,0.0031476936
852,0.0018338653
853,0.0007594636
854,0.0014336987
855,0.0007036944
856,0.0007719341
857,0.002536654
858,0.0028782235
859,0.0067883627
860,0.0017657779
861,0.0008884604
862,0.0012652954
863,0.0009957982
864,0.0011103367
865,0.0012725046
866,0.00082378596
867,0.0006915972
868,0.0018637283
869,0.0011424402
870,0.0009933676
871,0.0037662208
872,0.013784231
873,0.0010476146
874,0.0024165222
875,0.006757879
876,0.0022322873
877,0.010158447
878,0.007899488
879,0.0041821287
880,0.0018865563
881,0.0016837656
882,0.0034010136
883,0.02197393
884,0.0031312914
885,0.0007785054
886,0.0026216828
887,0.00070293836
888,0.0029240989
889,0.0012526232
890,0.0041729105
891,0.0020650288
892,0.00078355044
893,0.0016580818
894,0.0029902488
895,0.0067124097
896,0.003767577
897,0.0020559984
898,0.0030608242
899,0.0006844805
900,0.001993072
901,0.004065337
902,0.0050686765
903,0.005772059
904,0.005556442
905,0.0008887939
906,0.0010456075
907,0.014811117
908,0.00068098155
909,0.002074097
910,0.0010743687
911,0.0009218596
912,0.0021187065
913,0.0007775135
914,0.00075946935
915,0.006499911
916,0.002017798
917,0.0007444538
918,0.0035173765
919,0.0013541469
920,0.0010416842
921,0.0009698259
922,0.0022951718
923,0.00074036594
924,0.0028514725
925,0.0008941295
926,0.0010715036
927,0.0011306233
928,0.00081520446
929,0.0013537832
930,0.0006950907
931,0.0008816788
932,0.00086137943
933,0.0016180283
934,0.00085002364
935,0.007626744
936,0.0008976118
937,0.0010997421
938,0.03707538
939,0.121786594
940,0.0007820261
941,0.002360186
942,0.0019151433
943,0.000907913
944,0.00094666745
945,0.0016414977
946,0.002933056
947,0.0038088684
948,0.0006227746
949,0.00082378596
950,0.92339534
951,0.0075570517
952,0.00073205814
953,0.002166768
954,0.0075037815
955,0.0015339617
956,0.9945352
957,0.0019351054
958,0.0032733544
959,0.0007849588
960,0.00069727685
961,0.0055349367
962,0.001105693
963,0.0015069225
964,0.00070242974
965,0.0010685653
966,0.0012351872
967,0.0012085768
968,0.0010392278
969,0.0008884604
970,0.025788074
971,0.0009698985
972,0.00086045865
973,0.007581097
974,0.0026226419
975,0.0032672302
976,0.0011758148
977,0.0007658347
978,0.0014488389
979,0.0013587672
980,0.001771205
981,0.0007337001
982,0.0012666193
983,0.0013306368
984,0.001696525
985,0.0030945663
986,0.00064754207
987,0.00080507726
988,0.02179635
989,0.00091036264
990,0.0056999642
991,0.0048111454
992,0.0010796527
993,0.001214616
994,0.0025306551
995,0.0016265049
996,0.0012852405
997,0.0012313577
998,0.0019810437
999,0.0027962946
1000,0.001964182
1001,0.0018120749
1002,0.0007765652
1003,0.0010818904
1004,0.0037189552
1005,0.0044415705
1006,0.0018161928
1007,0.0015006813
1008,0.99560624
1009,0.0006874714
1010,0.00073411135
1011,0.0052860253
1012,0.0010436812
1013,0.0016820127
1014,0.0028514725
1015,0.0023048895
1016,0.0047041755
1017,0.00121002
1018,0.004964671
1019,0.0015739505
1020,0.0075044027
1021,0.00092773495
1022,0.0011450786
1023,0.0008637415
1024,0.00095848995
1025,0.0035235807
1026,0.003279744
1027,0.0006321878
1028,0.00074820477
1029,0.004176858
1030,0.0011035223
1031,0.0014866259
1032,0.0015191677
1033,0.0007749932
1034,0.024015345
1035,0.0007276665
1036,0.0009047338
1037,0.0009655783
1038,0.005240119
1039,0.00087922375
1040,0.0018251106
1041,0.001900949
1042,0.0029216907
1043,0.0013673883
1044,0.010829803
1045,0.0012532347
1046,0.0014624225
1047,0.0015181619
1048,0.008981965
1049,0.03303144
1050,0.0028783316
1051,0.003388654
1052,0.00078343396
1053,0.0016553679
1054,0.0032713076
1055,0.00077534595
1056,0.002018208
1057,0.005989598
1058,0.008166052
1059,0.0007749932
1060,0.0022944456
1061,0.001755144
1062,0.0009754132
1063,0.0014965644
1064,0.006435032
1065,0.0016325876
1066,0.0009610046
1067,0.0009285707
1068,0.001487132
1069,0.0044524358
1070,0.0015925241
1071,0.0007370692
1072,0.0009799382
1073,0.0010039553
1074,0.0015110516
1075,0.021500384
1076,0.00084303186
1077,0.0008852674
1078,0.008166052
1079,0.0023386502
1080,0.003106007
1081,0.0008971026
1082,0.00082729675
1083,0.0014653897
1084,0.002050319
1085,0.0012378419
1086,0.0009538103
1087,0.0010093354
1088,0.0006697062
1089,0.0008671593
1090,0.0013377017
1091,0.00076005945
1092,0.00072304957
1093,0.0007830443
1094,0.006129401
1095,0.0015878463
1096,0.0009975904
1097,0.00093724724
1098,0.0037303395
1099,0.008541637
1100,0.0027953535
1101,0.005328494
1102,0.0079543
1103,0.0012730149
1104,0.0008654246
1105,0.0020758773
1106,0.005294313
1107,0.008645711
1108,0.99701464
1109,0.005461952
1110,0.0011115258
1111,0.018911727
1112,0.00067389436
1113,0.00086623966
1114,0.0023213695
1115,0.0008377607
1116,0.0009659579
1117,0.00071430334
1118,0.0007232171
1119,0.00069244497
1120,0.0009926348
1121,0.00094950513
1122,0.0011004086
1123,0.00070907274
1124,0.0008347506
1125,0.0021071546
1126,0.00084167137
1127,0.0008687815
1128,0.003183561
1129,0.0008341025
1130,0.0039527067
1131,0.0011007672
1132,0.0012359428
1133,0.0029317846
1134,0.00085424504
1135,0.0011849739
1136,0.003388155
1137,0.0009790764
1138,0.0010413165
1139,0.00082539394
1140,0.0008971026
1141,0.0008993805
1142,0.0010490288
1143,0.0011819415
1144,0.035050344
1145,0.02323916
1146,0.023074614
1147,0.0012725046
1148,0.00057091017
1149,0.000863635
1150,0.00071607134
1151,0.0020487977
1152,0.0013242334
1153,0.001622112
1154,0.001234006
1155,0.00079032715
1156,0.0010751315
1157,0.0043108794
1158,0.010803094
1159,0.0010150529
1160,0.0063651237
1161,0.002509036
1162,0.0013280483
1163,0.0010356654
1164,0.001696525
1165,0.0024842634
1166,0.00089380617
1167,0.0038319153
1168,0.002455614
1169,0.0007594636
1170,0.001832431
1171,0.0011796497
1172,0.00084382907
1173,0.0015387903
1174,0.0007502911
1175,0.0011531904
1176,0.0034845895
1177,0.0032064815
1178,0.0013293428
1179,0.0020138007
1180,0.0008080047
1181,0.0043774005
1182,0.021119399
1183,0.0012552388
1184,0.0012492024
1185,0.0007390354
1186,0.002170562
1187,0.00082539394
1188,0.0014776278
1189,0.0012195924
1190,0.0012589961
1191,0.0018219755
1192,0.0013068464
1193,0.0065113422
1194,0.010197435
1195,0.00081627554
1196,0.0011270526
1197,0.0008432716
1198,0.0010299329
1199,0.00094950513
1200,0.0030815308
1201,0.99648607
1202,0.001548206
1203,0.0013536859
1204,0.0010485158
1205,0.004660462
1206,0.0011933845
1207,0.0032739674
1208,0.0007820261
1209,0.0012105159
1210,0.034838933
1211,0.0015402692
1212,0.0032678673
1213,0.0019300826
1214,0.0012451872
1215,0.0009448545
1216,0.0022357395
1217,0.0066344063
1218,0.0010496206
1219,0.0042666416
1220,0.0054428233
1221,0.0009582443
1222,0.0007486976
1223,0.0006708081
1224,0.0015122744
1225,0.00548276
1226,0.0007073271
1227,0.0010358193
1228,0.0027967629
1229,0.0008356041
1230,0.0012556304
1231,0.0052094096
1232,0.0031107794
1233,0.0013179529
1234,0.0019602962
1235,0.018340968
1236,0.0007029012
1237,0.0009678326
1238,0.00085271004
1239,0.0007271015
1240,0.008997067
1241,0.0226452
1242,0.0009640612
1243,0.00070894003
1244,0.014443786
1245,0.023351379
1246,0.0008537885
1247,0.0023465166
1248,0.0034884848
1249,0.0016161159
1250,0.0072705206
1251,0.0008246522
1252,0.000834994
1253,0.0013181343
1254,0.0030308233
1255,0.0007995459
1256,0.0008302072
1257,0.006441788
1258,0.003159683
1259,0.0019957637
1260,0.0012926088
1261,0.0019089853
1262,0.0223851
1263,0.0043825177
1264,0.00067556434
1265,0.0011931288
1266,0.0009370142
1267,0.0006815481
1268,0.0007820261
1269,0.00410602
1270,0.006957365
1271,0.0009234824
1272,0.0023613125
1273,0.0015579492
1274,0.0022813287
1275,0.0010482096
1276,0.01881652
1277,0.0007337001
1278,0.00355068
1279,0.0051158695
1280,0.0014738517
1281,0.00067726657
1282,0.0010196223
1283,0.021576244
1284,0.0012909331
1285,0.0021662135
1286,0.0013758307
1287,0.00069771486
1288,0.0008671593
1289,0.0043895077
1290,0.0038160419
1291,0.07489366
1292,0.0022186823
1293,0.0028822743
1294,0.0010799469
1295,0.0025022917
1296,0.022439767
1297,0.001473917
1298,0.0065164804
1299,0.0009530526
1300,0.0010937685
1301,0.0008916223
1302,0.0007775861
1303,0.0012273781
1304,0.00094801956
1305,0.0006364632
1306,0.0016531959
1307,0.0014069215
1308,0.00300088
1309,0.0015328557
1310,0.003988014
1311,0.0012510748
1312,0.0012482688
1313,0.0010609784
1314,0.0013100578
1315,0.003038732
1316,0.0011259431
1317,0.0011439513
1318,0.0009416461
1319,0.0011613629
1320,0.0033112313
1321,0.0013745138
1322,0.009247623
1323,0.0005295037
1324,0.0015181619
1325,0.0018209274
1326,0.0014924549
1327,0.0011493756
1328,0.005484029
1329,0.0013082731
1330,0.0006667767
1331,0.0007427845
1332,0.0010150529
1333,0.0006697062
1334,0.00092597405
1335,0.00062954496
1336,0.0012365498
1337,0.0016587717
1338,0.0011808262
1339,0.0007749932
1340,0.0025780052
1341,0.003904812
1342,0.0006492733
1343,0.0006667767
1344,0.0012680298
1345,0.003541046
1346,0.0013624104
1347,0.025916513
1348,0.0009359559
1349,0.00070242974
1350,0.0015657113
1351,0.0017732573
1352,0.0038649368
1353,0.000839964
1354,0.0012647585
1355,0.00092604285
1356,0.0062244157
1357,0.0012104852
1358,0.0012842623
1359,0.012951299
1360,0.0010823631
1361,0.0025534714
1362,0.0016170671
1363,0.0019185873
1364,0.0008671593
1365,0.0012789249
1366,0.0019902484
1367,0.0026433142
1368,0.0007133227
1369,0.0014642508
1370,0.00091514766
1371,0.0017240149
1372,0.016083153
1373,0.0024914204
1374,0.0009247891
1375,0.0008976118
1376,0.00076005945
1377,0.0012195924
1378,0.02448409
1379,0.002590181
1380,0.9960388
1381,0.00069771684
1382,0.0013343233
1383,0.00214829
1384,0.0008671593
1385,0.0018309793
1386,0.0017904941
1387,0.0010970535
1388,0.006447672
1389,0.002770108
1390,0.003388654
1391,0.0007676654
1392,0.0007886791
1393,0.008869947
1394,0.0010548492
1395,0.00087727304
1396,0.02526721
1397,0.001598022
1398,0.0016846602
1399,0.0012507543
1400,0.0007337001
1401,0.0027967242
1402,0.0018364053
1403,0.0024619375
1404,0.015672725
1405,0.00093961216
1406,0.0007337001
1407,0.0008266533
1408,0.0013948699
1409,0.0013638526
1410,0.0018461155
1411,0.000856426
1412,0.0014030708
1413,0.00058341975
1414,0.0030198223
1415,0.0037414513
1416,0.00092332
1417,0.0010494312
1418,0.00070242974
1419,0.005407359
1420,0.0007820261
1421,0.0012092723
1422,0.0015468738
1423,0.006623046
1424,0.0016019547
1425,0.015130664
1426,0.0015627049
1427,0.00089881034
1428,0.0026680403
1429,0.0011424964
1430,0.0015020752
1431,0.006550898
1432,0.0029317276
1433,0.0017287879
1434,0.001225658
1435,0.0059969896
1436,0.0011153001
1437,0.0007608309
1438,0.005646897
1439,0.00046586673
1440,0.00095898914
1441,0.0010248667
1442,0.0048476085
1443,0.0037574712
1444,0.0011053118
1445,0.0009796339
1446,0.0010399593
1447,0.0007281552
1448,0.0033247482
1449,0.00094248797
1450,0.0008976118
1451,0.0024902616
1452,0.001728974
1453,0.0013088132
1454,0.00077261106
1455,0.0075570517
1456,0.0070859496
1457,0.0033597732
1458,0.011742741
1459,0.112598665
1460,0.01941967
1461,0.00084382907
1462,0.012690687
1463,0.001259092
1464,0.0015149227
1465,0.0008139249
1466,0.0015041686
1467,0.015562462
1468,0.0014731522
1469,0.0027883414
1470,0.0012095056
1471,0.00075322395
1472,0.00094801956
1473,0.0071228147
1474,0.002551292
1475,0.0006603332
1476,0.0015135321
1477,0.0029812893
1478,0.0007568392
1479,0.0010953544
1480,0.0010902829
1481,0.0017901805
1482,0.00068098155
1483,0.0013959736
1484,0.0007785054
1485,0.0009897627
1486,0.0017180223
1487,0.0023582166
1488,0.0011687964
1489,0.0041995887
1490,0.00366468
1491,0.0007434694
1492,0.0033506623
1493,0.0010114893
1494,0.003388654
1495,0.0007515068
1496,0.0062035765
1497,0.0006552019
1498,0.0007375955
1499,0.0024187532
1500,0.00079895643
1501,0.011206702
1502,0.0013016813
1503,0.01128461
1504,0.0007638923
1505,0.0010771675
1506,0.0016618392
1507,0.00067746115
1508,0.0046682013
1509,0.0012819556
1510,0.017905483
1511,0.0020470659
1512,0.0007034044
1513,0.0019401265
1514,0.00077909767
1515,0.0025429549
1516,0.0012319362
1517,0.0008573074
1518,0.07205204
1519,0.0016394898
1520,0.0011456334
1521,0.0027080185
1522,0.0015657113
1523,0.0026816984
1524,0.0024871235
1525,0.0013249348
1526,0.0010030819
1527,0.0032774906
1528,0.011597477
1529,0.011600636
1530,0.0070516253
1531,0.0008243038
1532,0.0025652153
1533,0.0011398086
